Category,Question,Answer
SCIENCE,"Like humans, the Red-vented Bulbul bird needs a dietary source of this vitamin, also called ascorbic acid",Vitamin C
SCIENCE,Boiling bones & hides converts the protein collagen to this foodstuff,Gelatin
SCIENCE,Horseshoe crabs & coelacanth fish are considered living ones of these,Fossils
SCIENCE,"Quarks have six known ones of these, which is far short of Baskin-Robbins",flavors
HISTORY,"In 1823, 5 present Central American countries broke away from this nearby one",Mexico
HISTORY,In 1954 this organization headed by Allen Dulles helped overthrow the government of Guatemala,CIA (Central Intelligence Agency)
HISTORY,A 1969 war between Honduras & El Salvador followed a qualifying match for this sporting event,World Cup (of soccer)
HISTORY,Former Nicaraguan chief of state & newspaper publisher seen here,Violeta Chamorro
HISTORY,"In 1991 Guatemala ended its claims of sovereignty over this country, independent of Britain since 1981",Belize (British Honduras)
HISTORY,In 1493 he reached Montserrat in the West Indies & named it for a Spanish mountain,Christopher Columbus
HISTORY,From 1815 to 1861 this principality on the Riviera was under the protection of Sardinia,Monaco
HISTORY,In 1855 this victor at the Alamo was deposed as Mexican dictator & fled to the Caribbean,Santa Anna
HISTORY,"Tangier was returned to this north African nation in 1956, after 33 years of international control",Morocco
HISTORY,1 of the 2 Mideast countries in which the Baath Party has held power for over 20 years,Iraq or Syria
LITERACY,"It was a prelude to J.R.R. Tolkien's trilogy ""The Lord of the Rings""","""The Hobbit"""
LITERACY,This Conan Doyle novel's title character is a large dog which has a phosphorus preparation put in its eyes,"""The Hound of the Baskervilles"""
LITERACY,He based many of his children's stories on his son Christopher Robin & the boy's stuffed toys,A.A. Milne
LITERACY,"After the public outcry over his ""Jude The Obscure"", this author never wrote another novel",Thomas Hardy
LITERACY,"In 1977, this author  of ""My Cousin Rachel"" published her autobiography, ""Myself, When Young""",Daphne du Maurier
HISTORY,"It was unveiled July 5, 1946, at Paris' Piscine Molitor & created a scandal",the bikini
HISTORY,"In 896 Prince Arpad led the Magyar people over the Carpathians & entered this land, their permanent home",Hungary
HISTORY,"Effective January 1, 1948, Italy's new constitution outlawed this political party",the Fascist Party
HISTORY,In 1816 Shaka became leader of this African people & embarked on a program of conquest,Zulu
HISTORY,"Richard I negotiated a treaty with this Saracen, allowing Christian pilgrims to enter Jerusalem freely",Saladin
HISTORY,In 1669 this loose confederation of North German cities met for the last time,the Hanseatic League
HISTORY,"On August 4, 1939 he declared himself Chief Of State in Spain",(Francisco) Franco
HISTORY,In 1867 the last of these Japanese military directors was forced to resign,Shogun
HISTORY,In 1745 Bonnie Prince Charlie tried to regain the British throne for this ruling family,the Stuarts
HISTORY,In 1569 Lithuania & this country merged to form the largest single kingdom in Eastern Europe,Poland
HISTORY,"In 1975, 38 Americans died trying to rescue this U.S. merchant ship seized by Cambodian forces",the Mayaguez
HISTORY,"Plutarch wrote of this queen, ""Plato admits four sorts of flattery, but she had a thousand""",Cleopatra
HISTORY,An alphabetical list of this empress' lovers might end with Zubov -- but we can't be sure,Catherine the Great
HISTORY,A civil war known as The War of a Thousand Days broke out in this South American country in 1899,Colombia
HISTORY,"This grandfather of Charlemagne ""hammered"" Burgundy in 733",Charles Martel
HISTORY,Bassianus was the original name of this Roman emperor known for his baths,Caracalla
LITERACY,"According to a McDonald's jingle, the Big Mac gets this type of bun",sesame seed
LITERACY,"The name of this potato dish refers to the type of lengthwise cut, not to the dish's country of origin",French fries
LITERACY,"This cocktail of gin, cherry brandy & lemon juice is named for a city near the Malay Peninsula",a Singapore sling
LITERACY,Boston these were often served with Boston brown bread,baked beans
LITERACY,"Traditionally served in a copper mug, this cocktail is vodka, lemon juice & ginger beer; it's got a real ""kick""",a Moscow mule
LITERACY,"""The Mute"" was the working title of this 1940 novel by a female author",The Heart is a Lonely Hunter (by Carson McCullers)
HISTORY,They're what usually passed the Black Death from rats to humans,Fleas
HISTORY,"It was from the color of this that Edward of Woodstock got the nickname ""The Black Prince""",Armor
HISTORY,"This star of ""Susannah of the Mounties"" was later U.S. Ambassador to Ghana",Shirley Temple Black
HISTORY,In the War of 1812 this Sauk chief who later got his own war fought with the British against the double-dealing U.S.,Black Hawk
HISTORY,The Black Dragon Society aided in Japan's seizure of this Chinese region in 1931,Manchuria
LITERACY,"His great-granddaughter Monica, who's a novelist too, probably never called him an ""old curiosity""",Charles Dickens
LITERACY,"Famous sisters whose brother, Branwell, tried to become an author but fell into a dissolute life",Bronte sisters
LITERACY,Writer & artist Frieda Hughes is the daughter of Ted Hughes & this poet who committed suicide,Sylvia Plath
LITERACY,"Mark Twain's grandniece Jean Webster wrote this 1912 novel about an orphan, not a ""paternal spider""","""Daddy-Long-Legs"""
LITERACY,"Author of ""The House of the Seven Gables"", his son Julian published a biography of him in 1884",Nathaniel Hawthorne
HISTORY,"Effendi, bey, & pasha were titles of nobility in this country's Ottoman empire",Turkey
HISTORY,About 1000 times as many people attended this man's 1970 Cairo funeral as attended his successor's,Nasser
HISTORY,"In 1934-35, nationalist military pressure forced Mao to lead his ""Red Army"" on this 6000 mile trek",the long march
HISTORY,"In 1657, the English parliament suggested he become king, but he turned down the offer",Oliver Cromwell
HISTORY,His 1808 ousting of the king of Spain gave Latin American states the pretext to declare independence,Napoleon
HISTORY,"She said, ""I told my plans to no one.  I was not killing a man, but a wild beast that was devouring the French people""",Charlotte Corday
HISTORY,"This man died April 15, 1865 despite the desperate medical assistance of U.S. Surgeon General Joseph Barnes",Abraham Lincoln
HISTORY,"In 1889 this ""colossal"" man's British South African Company received a charter to develop Malawi",(Cecil) Rhodes
HISTORY,"During the Russo-Japanese War, Jack London worked as a reporter for this man's newspaper chain",(William Randolph) Hearst
HISTORY,"On Hitler's direct order, SS man Otto Skorzeny led the spectacular 1943 rescue of this man from an Italian prison",Benito Mussolini
HISTORY,"Changing the electricity industry, this coil man advocated the use of alternating current",Tesla
HISTORY,"In 1914 the Royal Navy won a major battle at these islands, where it fought again in 1982",Falkland Islands
HISTORY,"Viscount Palmerston, foreign secretary most of the 1830s & '40s, held this opposite post from 1852-55",Home Secretary
HISTORY,"In Roman Britain, estates were called these, a term now associated with Italian country houses",Villas
HISTORY,"During the Wars of the Roses, the Earl of Warwick earned this nickname for his influence in choosing rulers","""Kingmaker"""
HISTORY,The Latin name of James II gave us this term for supporters of that king & his exiled descendants,Jacobites
LITERACY,"Color of Orczy's ""Pimpernel"" (7)",Scarlet
LITERACY,"Sheridan gave us ""The School for"" it (7)",Scandal
LITERACY,"Adjective for O'Neill's ""Interlude"" (7)",Strange
LITERACY,Surname of Faulkner's Flem (6),Snopes
LITERACY,"To Astrophel, she was a ""star"" (6)",Stella
HISTORY,In 1904's election Alton B. Parker & 80-year-old running mate Henry Davis went down to defeat against this pres.,Teddy Roosevelt
HISTORY,"In 1941 Abe Reles, an informer on this homicidal ""corporation"", went down in history--6 stories straight down","Murder, Inc."
HISTORY,In 1886 PM Gladstone suffered defeat when he tried to get home rule for this island,Ireland
HISTORY,"This country was beaten by Soviet invaders in a 1956 uprising, but got revenge in Olympic water polo that same year",Hungary
HISTORY,"The documentary ""The Battle of Chile"" chronicles events leading to this politician's downfall",(Salvador) Allende
SCIENCE,This part of the glass snake breaks off to help it escape when grabbed,the tail
SCIENCE,It's the frog-like term for a poisonous mushroom,a toadstool
SCIENCE,"Crabs & cockroaches belong to this phylum, from the Greek for ""jointed feet""",an arthropod
SCIENCE,"This element, symbol Co, was once popular for making invisible ink",cobalt
SCIENCE,The absolute temperature scale with its lowest point being zero is named for this scientist who introduced it,(Lord) Kelvin
HISTORY,"On June 25, 1876 he decided to attack a group that included Crazy Horse; oops",Custer
HISTORY,"In 1989 the Exxon Valdez tanker spilled 260,000 barrels of crude off this state; oops",Alaska
HISTORY,"Around 11:40 P.M. on April 14, 1912 it was traveling at about 21 knots, nearly its top speed; oops",the Titanic
HISTORY,"In 1812 his 600,000-man army entered Russia; about 30,000 limped home from Moscow; oops",Napoleon
HISTORY,"In 1961 1,300 Cuban refugees invaded this ""porcine"" location, but without air cover; oops",the Bay of Pigs
LITERACY,"To research ""airport"", he spent hours in airports absorbing the atmosphere",Arthur Haley
LITERACY,Hemingway took the title of this novel about journalist Jake Barnes from a passage in Ecclesiastes,The Sun Also Rises
LITERACY,"In this 1946 novel, ""There wasn't any Democratic Party.  There was just Willie"" Stark",All the King's Men
LITERACY,"""Nature"", an essay by this transcendentalist, was published anonymously in 1836",Emerson
LITERACY,"In ""Tom Sawyer"" this newcomer to St. Petersburg is described as ""a blue-eyed creature with yellow hair""",Becky Thatcher
HISTORY,"When the British approached, the Concord Militia didn't know about the skirmish at this place earlier that day",Lexington
HISTORY,"WWI sales of ""Liberty"" these, whose posters showed the statue, raised more than $15 billion",bonds
HISTORY,You didn't want to make the mistake of following the south instead of the north platte on this pioneer trail,the Oregon Trail
HISTORY,The U.S. supplied materiel to its allies during WWII through this 1941 Congressional act,the Lend-Lease Act
HISTORY,"Now sounding oxymoronic, these alliterative Republicans were the party's anti-slavery wing in its early years",the Radical Republicans
LITERACY,"Visiting Cornwall?  You'll find this wizard's cave near Tintagel Castle, the legendary site of King Arthur's birth",Merlin
LITERACY,Edgar Allan Poe's room at this Charlottesville school is kept the way it was when he studied there in 1826,University of Virginia
LITERACY,"The home of this ""Ivanhoe"" author is a tourist attraction in Abbotsford, Scotland",Sir Walter Scott
LITERACY,George Bernard Shaw's recently restored birthplace is a tourist attraction in this capital city,Dublin
LITERACY,The museum devoted to this playwright is a short walk from the National Theatre in Oslo,Henrik Ibsen
SCIENCE,"George Nissen invented this, a ""bouncing table"", after seeing how circus performers bounced into safety nets",Trampoline
SCIENCE,Just after 1500 Peter Henlein built the first spring-driven one of these that fit in a pocket,Watch
SCIENCE,"Using this form of propulsion, trains can travel by you at about 250 MPH & you can hardly hear them",Magnetic levitation
SCIENCE,"The oldest way to refine oil, this process heats the oil until its component parts vaporize",Distilling/fractional distillation
SCIENCE,Radiation belts that surround the Earth are named for this expert on cosmic rays,James Van Allen
LITERACY,"(1883) ""Fifteen men on the dead man's chest--yo-ho-ho, and a bottle of rum""",Treasure Island
LITERACY,"(1952) ""Then the fish came alive, with his death in him, and rose high out of the water...""",The Old Man and the Sea
